region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,custcat,income_per_year_employed,age_category,income_age_ratio
3,66,50,1,2,333.0,5,24,0.0,0,2,2,13.32,2,6.66
1,69,58,1,29,26.0,2,7,0.0,1,3,4,3.25,3,0.4482758620689655
2,38,49,1,3,33.0,4,11,0.0,0,4,2,2.75,2,0.673469387755102
3,16,35,0,7,46.0,3,3,0.0,0,1,1,11.5,2,1.3142857142857143
3,44,39,1,8,41.0,2,8,0.0,0,4,4,4.555555555555555,2,1.0512820512820513
1,50,50,0,24,31.0,1,8,0.0,0,1,3,3.4444444444444446,2,0.62
3,10,23,0,1,29.0,4,0,0.0,1,1,4,29.0,2,1.2608695652173914
2,7,41,0,6,94.0,2,16,0.0,0,1,4,5.529411764705882,2,2.292682926829268
3,71,48,0,25,288.0,3,19,0.0,0,1,1,14.4,2,6.0
3,16,39,1,5,31.0,1,4,0.0,1,5,1,6.2,2,0.7948717948717948
3,6,20,0,0,25.0,2,0,0.0,1,2,3,25.0,1,1.25
2,46,55,0,24,269.0,2,35,0.0,0,1,3,7.472222222222222,3,4.890909090909091
3,51,49,1,13,203.0,3,27,0.0,0,4,3,7.25,2,4.142857142857143
3,5,34,0,12,22.0,2,2,0.0,0,2,1,7.333333333333333,2,0.6470588235294118
2,49,54,1,23,25.0,2,1,0.0,1,4,1,12.5,3,0.46296296296296297
3,49,51,1,14,222.0,5,16,0.0,0,2,2,13.058823529411764,3,4.352941176470588
1,26,30,1,4,76.0,3,7,0.0,0,2,1,9.5,2,2.533333333333333
3,22,39,0,4,55.0,2,17,0.0,1,1,4,3.0555555555555554,2,1.4102564102564104
3,51,45,1,4,46.0,3,6,0.0,0,2,4,6.571428571428571,2,1.0222222222222221
1,19,27,1,7,56.0,4,1,0.0,0,4,4,28.0,2,2.074074074074074
1,9,36,0,1,79.0,3,11,0.0,1,5,3,6.583333333333333,2,2.1944444444444446
3,15,25,1,0,51.0,3,2,0.0,1,2,1,17.0,2,2.04
2,57,63,0,19,61.0,1,27,0.0,0,1,3,2.1785714285714284,3,0.9682539682539683
3,48,45,0,15,41.0,1,10,0.0,1,2,1,3.727272727272727,2,0.9111111111111111
2,9,53,1,20,50.0,2,13,0.0,1,2,1,3.5714285714285716,3,0.9433962264150944
1,61,52,0,21,82.0,1,18,0.0,0,1,3,4.315789473684211,3,1.5769230769230769
3,72,53,0,34,108.0,1,23,0.0,0,1,3,4.5,3,2.0377358490566038
3,57,60,0,20,14.0,2,27,1.0,1,1,3,0.5,3,0.23333333333333334
2,57,51,0,10,46.0,1,13,0.0,0,1,2,3.2857142857142856,3,0.9019607843137255
1,37,60,1,0,46.0,1,20,0.0,0,3,3,2.1904761904761907,3,0.7666666666666667
3,45,51,0,13,146.0,4,16,0.0,0,2,1,8.588235294117647,3,2.8627450980392157
3,45,39,1,15,36.0,1,11,0.0,1,5,1,3.0,2,0.9230769230769231
2,55,44,0,24,83.0,1,23,0.0,1,1,3,3.4583333333333335,2,1.8863636363636365
2,24,27,0,2,17.0,3,3,0.0,0,5,2,4.25,2,0.6296296296296297
3,1,20,0,1,18.0,3,0,0.0,0,1,1,18.0,1,0.9
2,34,23,1,3,24.0,1,7,0.0,1,4,3,3.0,2,1.0434782608695652
3,14,37,1,5,48.0,3,1,0.0,1,4,1,24.0,2,1.2972972972972974
3,6,32,0,10,47.0,1,10,0.0,0,1,3,4.2727272727272725,2,1.46875
3,24,30,0,0,25.0,4,5,0.0,0,2,4,4.166666666666667,2,0.8333333333333334
2,3,26,1,6,59.0,4,0,0.0,1,3,4,59.0,2,2.269230769230769
1,4,30,0,1,45.0,4,6,0.0,0,3,4,6.428571428571429,2,1.5
1,72,40,1,19,163.0,4,15,0.0,0,2,2,10.1875,2,4.075
1,44,56,0,4,63.0,2,6,0.0,1,1,3,9.0,3,1.125
1,50,43,0,6,27.0,3,4,0.0,0,1,3,5.4,2,0.627906976744186
2,61,50,1,16,190.0,2,22,0.0,1,2,2,8.26086956521739,2,3.8
1,34,52,1,2,106.0,2,19,0.0,0,2,3,5.3,3,2.0384615384615383
3,26,54,1,30,26.0,3,1,0.0,1,2,4,13.0,3,0.48148148148148145
1,15,46,1,17,63.0,5,1,0.0,0,2,4,31.5,2,1.3695652173913044
3,10,39,0,0,27.0,3,0,0.0,1,3,1,27.0,2,0.6923076923076923
1,7,34,0,2,22.0,5,5,0.0,1,1,1,3.6666666666666665,2,0.6470588235294118
3,67,59,0,40,944.0,5,33,0.0,1,1,4,27.764705882352942,3,16.0
3,70,49,0,18,87.0,2,22,0.0,1,1,3,3.782608695652174,2,1.7755102040816326
3,50,36,1,7,39.0,3,3,0.0,1,3,2,9.75,2,1.0833333333333333
